label,id,term
cross-map entry,2259,https://isotc211.geolexica.org/api/concepts#cross_map_entry
cross-map register,2260,https://isotc211.geolexica.org/api/concepts#cross_map_register
generic concept system,2261,https://isotc211.geolexica.org/api/concepts#generic_concept_system2
operating vocabulary,2262,https://isotc211.geolexica.org/api/concepts#operating_vocabulary
reference vocabulary,2263,https://isotc211.geolexica.org/api/concepts#reference_vocabulary
access rights information,2264,https://isotc211.geolexica.org/api/concepts#access_rights_info
AIP edition,2265,https://isotc211.geolexica.org/api/concepts#AIP_edition
AIP version,2266,https://isotc211.geolexica.org/api/concepts#AIP_version
content information,2267,https://isotc211.geolexica.org/api/concepts#content_information
data dissemination session,2268,https://isotc211.geolexica.org/api/concepts#data_dissem_session
data submission session,2269,https://isotc211.geolexica.org/api/concepts#data_submission_session
designated community,2270,https://isotc211.geolexica.org/api/concepts#designated_community
digital migration,2271,https://isotc211.geolexica.org/api/concepts#digital_migration
information package,2272,https://isotc211.geolexica.org/api/concepts#information_package
long term,2273,https://isotc211.geolexica.org/api/concepts#long_term
open archival information system,2274,https://isotc211.geolexica.org/api/concepts#open_arch_info_sys
packaging information,2275,https://isotc211.geolexica.org/api/concepts#packaging_information
producer (OAIS),2276,https://isotc211.geolexica.org/api/concepts#producer_OAIS
provenance information,2277,https://isotc211.geolexica.org/api/concepts#provenance_information
reference information,2278,https://isotc211.geolexica.org/api/concepts#reference_information
replication,2279,https://isotc211.geolexica.org/api/concepts#replication
representation information,2280,https://isotc211.geolexica.org/api/concepts#representation_information
submission agreement,2281,https://isotc211.geolexica.org/api/concepts#submission_agreement
transformation (OAIS),2282,https://isotc211.geolexica.org/api/concepts#transformation_OAIS
interferometric baseline,2284,https://isotc211.geolexica.org/api/concepts#interferometric_baseline
integrated side lobe ratio,2285,https://isotc211.geolexica.org/api/concepts#integrated_side_lobe_ratio
peak side lobe ratio,2286,https://isotc211.geolexica.org/api/concepts#peak_side_lobe_ratio
implementation coverage,2293,https://isotc211.geolexica.org/api/concepts#implementation_coverage
associative concept system,2294,https://isotc211.geolexica.org/api/concepts#associative_concept_system
associative relation,2295,https://isotc211.geolexica.org/api/concepts#associative_relation
pragmatic relation,2296,https://isotc211.geolexica.org/api/concepts#pragmatic_relation
dynamic reference frame,2304,https://isotc211.geolexica.org/api/concepts#dynamic_reference_frame
geocentric latitude,2308,https://isotc211.geolexica.org/api/concepts#geocentric_latitude
projected coordinate reference system,2317,https://isotc211.geolexica.org/api/concepts#projected_coord_ref_sys
spatio-parametric coordinate reference system,2320,https://isotc211.geolexica.org/api/concepts#spatio_param_coord_refer_sys
spatio-temporal coordinate reference system,2321,https://isotc211.geolexica.org/api/concepts#spatio_temporal_coord_refer_sys
static reference frame,2324,https://isotc211.geolexica.org/api/concepts#static_refer_frame
static datum,2325,https://isotc211.geolexica.org/api/concepts#static_datum
temporal coordinate reference system,2326,https://isotc211.geolexica.org/api/concepts#temporal_coord_refer_sys
temporal coordinate system (geodesy),2327,https://isotc211.geolexica.org/api/concepts#temporal_coord_syst_geodesy
temporal datum,2328,https://isotc211.geolexica.org/api/concepts#temporal_datum
vertical coordinate reference system,2330,https://isotc211.geolexica.org/api/concepts#vertical_coord_refer_syst
vertical reference frame,2331,https://isotc211.geolexica.org/api/concepts#vertical_refer_frame
vertical datum,2332,https://isotc211.geolexica.org/api/concepts#vertical_datum2
quality,2333,https://isotc211.geolexica.org/api/concepts#quality3
"function (mathematics, programming)",2337,https://isotc211.geolexica.org/api/concepts#function_math_progr
domain (ontology),2341,https://isotc211.geolexica.org/api/concepts#domain_ontol
property (RDF),2342,https://isotc211.geolexica.org/api/concepts#property_RDF
range (ontology),2343,https://isotc211.geolexica.org/api/concepts#range_ontology
gazetteer,2344,https://isotc211.geolexica.org/api/concepts#gazetteer2
location,2345,https://isotc211.geolexica.org/api/concepts#location2
backscattering coefficient,2346,https://isotc211.geolexica.org/api/concepts#backscattering_coefficient
calibration coefficient,2347,https://isotc211.geolexica.org/api/concepts#calibration_coefficient
polarization channel imbalance,2348,https://isotc211.geolexica.org/api/concepts#polarization_channel_imbalance
Cartesian coordinate system,2349,https://isotc211.geolexica.org/api/concepts#Cartesian_coord_system2
coordinate conversion,2350,https://isotc211.geolexica.org/api/concepts#coordinate_conversion2
coordinate operation,2352,https://isotc211.geolexica.org/api/concepts#coordinate_operation2
coordinate set,2353,https://isotc211.geolexica.org/api/concepts#coordinate_set2
coordinate transformation,2354,https://isotc211.geolexica.org/api/concepts#coordinate_transformation2
coordinate tuple,2355,https://isotc211.geolexica.org/api/concepts#coordinate_tuple2
cylindrical coordinate system,2356,https://isotc211.geolexica.org/api/concepts#cylindrical_coord_syst
datum ensemble,2358,https://isotc211.geolexica.org/api/concepts#datum_ensemble
epoch (geodesy),2366,https://isotc211.geolexica.org/api/concepts#epoch_geodesy
frame reference epoch,2367,https://isotc211.geolexica.org/api/concepts#frame_refer_epoch
geodetic coordinate reference system,2368,https://isotc211.geolexica.org/api/concepts#geodetic_coord_refer_syst
geographic coordinate reference system,2369,https://isotc211.geolexica.org/api/concepts#geographic_coord_refer_syst
geographic coordinate reference system,2370,https://isotc211.geolexica.org/api/concepts#geoid2
gravity-related height,2371,https://isotc211.geolexica.org/api/concepts#gravity_related_height2
parameter reference epoch,2372,https://isotc211.geolexica.org/api/concepts#parameter_reference_epoch
point motion operation,2373,https://isotc211.geolexica.org/api/concepts#point_motion_operation
polar coordinate system,2374,https://isotc211.geolexica.org/api/concepts#polar2_coord_syst
reference frame,2375,https://isotc211.geolexica.org/api/concepts#reference_frame2
datum,2376,https://isotc211.geolexica.org/api/concepts#datum2
spherical coordinate system,2377,https://isotc211.geolexica.org/api/concepts#spherical2_coord_syst
terrestrial reference system,2379,https://isotc211.geolexica.org/api/concepts#terrestrial2_refer_syst
transformation reference epoch,2380,https://isotc211.geolexica.org/api/concepts#transform_reference_epoch
vertical reference system,2381,https://isotc211.geolexica.org/api/concepts#vertical2_reference_system
ellipsoid (geodesy),2382,https://isotc211.geolexica.org/api/concepts#ellipsoid_geodesy
"free function (mathematics, programming)",2383,https://isotc211.geolexica.org/api/concepts#free_function_math_program
"geometric realization (geometry, topology)",2384,https://isotc211.geolexica.org/api/concepts#geometric_realiz_geom_topo
metric operation,2385,https://isotc211.geolexica.org/api/concepts#metric_operation
measure,2386,https://isotc211.geolexica.org/api/concepts#measure2
metric unit,2387,https://isotc211.geolexica.org/api/concepts#metric_unit2
coordinate epoch,2388,https://isotc211.geolexica.org/api/concepts#coordinate_epoch2
cross-mapping,2389,https://isotc211.geolexica.org/api/concepts#cross_mapping2
geocentric terrestrial reference system,2397,https://isotc211.geolexica.org/api/concepts#geocentric_terrest_refer_syst
satellite ephemeris,2399,https://isotc211.geolexica.org/api/concepts#satellite_ephemeris
depth,2401,https://isotc211.geolexica.org/api/concepts#depth2
derived coordinate reference system,2402,https://isotc211.geolexica.org/api/concepts#derived_coord_refer_syst
dynamic coordinate reference system,2403,https://isotc211.geolexica.org/api/concepts#dynamic_coord_refer_syst2
ellipsoid (geodesy),2404,https://isotc211.geolexica.org/api/concepts#ellipsoid_geodesy2
reference ellipsoid,2405,https://isotc211.geolexica.org/api/concepts#reference_ellipsoid
ellipsoidal height,2406,https://isotc211.geolexica.org/api/concepts#ellipsoidal_height
geodetic height,2407,https://isotc211.geolexica.org/api/concepts#geodetic_height2
geodetic reference frame,2408,https://isotc211.geolexica.org/api/concepts#geodetic_reference_frame2
height,2409,https://isotc211.geolexica.org/api/concepts#height3
static coordinate reference system,2410,https://isotc211.geolexica.org/api/concepts#static_coordin_refer_sys
dynamic datum,2412,https://isotc211.geolexica.org/api/concepts#dynamic_datum2
external accuracy,2449,https://isotc211.geolexica.org/api/concepts#external_accuracy2
positional reliability,2451,https://isotc211.geolexica.org/api/concepts#positional_reliability
positioning process,2452,https://isotc211.geolexica.org/api/concepts#positioning_process2
white space,2454,https://isotc211.geolexica.org/api/concepts#white_space2
barycentric coordinates (coordinate geometry),2455,https://isotc211.geolexica.org/api/concepts#barycentric_coordinates_coordinate_geometry
geopositioning,2467,https://isotc211.geolexica.org/api/concepts#geopositioning2
sensor model (geopositioning),2468,https://isotc211.geolexica.org/api/concepts#sensor_model_geopositioning2
GML application schema,2469,https://isotc211.geolexica.org/api/concepts#GML_application_schema3
GML schema,2470,https://isotc211.geolexica.org/api/concepts#GML_schema2
terrestrial reference frame,2490,https://isotc211.geolexica.org/api/concepts#terrestrial_reference_frame2
