id,label,note
2169,isometry (mathematics),"Note to entry: The formal definition is: f: X \rightarrow Y \ni \forall x,y \in X, \textit{distance} (x,y) = \textit{distance} (f(x),f(y))"
2170,monotonic (mathematics),"Note to entry: An increasing sequence never gets smaller. A strictly increasing sequence always gets larger. A decreasing sequence never gets larger. A strictly decreasing sequence always gets smaller. [x(i) ""is increasing""] hArr [i < j => x(i) <= x(j)], [x(i) ""is strickly increasing""] hArr [i < j => x(i) < x(j)], [x(i) text( is decreasing)] hArr [i < j => x(i) >= x(j)], [x(i) text( is strickly decreasing)] hArr [i < j => x(i) > x(j)], [x(i) text( is decreasing)] vv [x(i) text( is increasing)] hArr [x(i) text( is monotonic)]"
2171,"n-disc (topology, geometry)",Note to entry: The 0-disc is a point. The 1-disc is a line. The 2-disc is a circle and its interior. The 3-disc is a sphere and its interior (a ball).
2172,"n-sphere (geometry, topology)",Note to entry: An n-sphere is isomorphic to the boundary of an n+1 disc.
2174,plane curve segment (geometry),"Note to entry: In a 2-dimensional coordinate system, the test for plane curve to be valid is done in the 3-dimensional space of the geometric reference surface or coordinate reference system datum."
2176,"row-major form (mathematics, computer science)","Note 1 to entry: If the indexes are (i, j) with the number of rows r and columns c, then the mapping between the multidimensional locations to the linear storage locations is given by: [i,j \in \mathbb{Z} \backepsilon 1 \leq i \leq r; 1 \leq j \leq c] \implies [(i,j) \rightarrow (i-1)c + j], [i,j,k \in \mathbb{Z} \backepsilon 1 \leq i \leq r; 1 \leq j \leq c; 1 \leq k \leq f] \implies [(i,j,k) \rightarrow ((i-1)c + j -1)f + k], Note 2 to entry: The matrix [[1,2,3],[4,5,6],[7,8,9]] in row major form is stored as [1, 2, 3, 4, 5, 6, 7, 8, 9]. For higher dimensions, the same pattern is applied recursively."
2177,second geodetic problem (differential geometry),"Note to entry: See the first geodetic problem, which reverses this operation."
2178,inverse geodetic problem (differential geometry),"Note to entry: See the first geodetic problem, which reverses this operation."
2185,signature,Note to entry: It may contain optional returned parameters. This signature is usually derived from the formal definition. This is the equivalent of the UML signature.
2190,cross-talk,"Note to entry: For PolSAR sensor, if the transmitting channel is horizontally (H) polarized, the cross-talk on transmitting defines the ratio of V polarization transmitting power to H polarization transmitting power, expressed in decibels (dB). The cross-talk on receiving is similar to that on transmitting."
2196,polarimetric synthetic aperture radar,"Note to entry: By combining multiple polarization modes, it is possible to characterize the target more clearly. Quad-Pol SAR system both transmits and receives orthogonal (e.g. horizontal and vertical) polarizations, which creates four polarizations of a single imaging scene. The calibration of Quad-Pol SAR is addressed in this document."
2200,radar cross section,Note 1 to entry: Radar cross section is calculated as sigma = lim_(R ->oo) 4 pi R^2 (abs(E_s)^2) / (abs(E_i)^2) where is the radar cross section; E_i is the electric-field strength of the incident wave; E_s is the electric-field strength of the scattered wave at the radar with a distance R away from the target.
2200,radar cross section,"Note 2 to entry:  2 to entry: Radar cross section has the dimensions of area, with the unit of square metres. Usually, it is expressed in the form of a logarithm with the unit of dBsm as follows sigma_(dBsm) = 10 log_(10) sigma"
2201,scattering matrix,"Note to entry: Scattering matrix is defined via ((E_H^s),(E_V^s)) = e^(jkR)/R ([S_(HH),S_(HV)], [S_(VH), S_(VV)])((E_H^j), (E_V^j)) where ([S_(HH),S_(HV)], [S_(VH), S_(VV)]) is the scattering matrix; ((E_H^j), (E_V^j)) is the electronic field vector of the wave incident on the scatterer; ((E_H^s), (E_V^s)) is the electronic field vector of the scattered wave; is the wavenumber of the illuminating wave; is the distance between the target and the radar antenna."
2236,greatest lower bound (mathematics),"Note to entry: [AA a in A => min(A) <= a] => [AA b in [(b in [AA a in A => b <=a] => [min(A) >= b]] Any number is a lower bound of O/ considered as a set of numbers, because any given number is less than any number in O/ (an admitted vacuous statement since there is no number in O/, but true nonetheless). This means that the min(O/) must be greater than any number; this +oo."
2238,bearing,"Note to entry: This definition (as opposed to the one in ISO 19162:2015) is required for this document because the concept is used in other definitions, such as first geodetic problem and second geodetic problem. The two definitions are nearly equivalent because the tangent of a curve on a surface is a tangent to the surface and does specify a direction. Usual 2D measure of bearing can be an angle equivalently measured from North clockwise, or a unit tangent vector. If the coordinate system is spatially 3D, the horizontal bearing angle may also need to a vertical altitude angle to be complete. If a reference curve (as used in ISO 19162) is parameterized by arc length, then the ""derivative"" is a unit vector. If another parameterization is used, then the derivative should be normalized (vec tau / (norm (vec tau)); dot c(t) = vec tau;). This is useful, since parameterization by arc length can be computationally difficult. The numeric representation of a vector depends on the coordinate system. The bearing is not dependent on a coordinate system, but it can be represented in any reasonable system. The bearing is not dependent on its various representations."
2239,convex (geometry),"Note to entry: The definition of convex requires a definition of line. For coordinate systems, this is the usual linear interpolated arc, but in context, the ""line"" on a geometric reference surface will be a ""geodesic arc"". The default in this document is the linear interpolate."
2243,"normal curvature vector (differential geometry, geodesy)","Note to entry: The normal curvature vector of a curve is dependent only on the curve and the surface (which is a constraint on the curve). The normal curvature vector of a curve restricted to a surface is parallel to the normal vector of the surface. If the normal curvature vector is equal to the curvature vector of the curve everywhere, then the curve is a geodesic."
2244,"normal (differential geometry, geodesy)","Note to entry: The normal will be parallel to the ""upward"" normal for surfaces in 𝔼3 defined in the surface interface in ISO 19107:2019, 6.4.17.2."
2245,"open set (metric, topology, geometry)","Note to entry: In a metric space, a set X us open if each point x in the set is contained in some small ball which is a subset of X: [X \text{ is open}] \Leftrightarrow [x \in X] \implies [\exists \varepsilon > 0 \backepsilon \text{distance} (x,y) < \varepsilon] \implies [y \in X]. A topology is a set of subsets of a space which are considered open."
2247,plane curve (geometry),"Note to entry: In a 2-dimensional coordinate system, the test for plane curve to be valid is done in the 3-dimensional space of the geometric reference surface or coordinate reference system datum."
2250,"simple (topology, geometry)",Note to entry: The interior is everywhere locally isomorphic to an open disc in a Euclidean coordinate space of the appropriate dimension D^n = {P | norm P < 1.0}. The boundary is a dimension one smaller. This essentially means that the object does not intersect nor touch itself. Generally used for a curve that does not cross not touch itself with the possible exception of boundary points. Simple closed curves are isomorphic to a circle. 
2251,"spatial dimension, adj (topology, geometry)","Note to entry: This definition is logically equivalent to the topological dimension of spatial projection of the CRS. It describes the space as a target for geometry. Grammatically, the term can be a noun but used to describe space, as ""the spatial dimension of CRS84 is 2""."
2252,"spatial dimension, noun (topology, geometry)","Note to entry: ""A Euclidean space with a spatial dimension of 3, 𝔼3, usually uses axis names 'x', 'y', and 'z', Its first spatial dimension is 'x', its second is 'y' and its third is 'z'."" In the context of the space, the adjective use describes the space but the singular noun can use a name for an axis separately."
2254,"topological primitive (geometry, topology)",Note to entry: A topological primitive corresponds to the interior of a geometric primitive of the same dimension in a geometric realization.
2255,type coercion (programming),"Note to entry: Point and DirectPosition are informationally identical (related to each other in a one to one fashion) in this context. Given a DirectPosition, a Point can be constructed. Given a Point, a DirectPosition can be derived from of its coordinates. If coercion is supported, a Point may be used where a DirectPosition is requested, and vice versa. Most programming languages use coercion, but others use ""cast"" operators (a type of constructor) requiring the programmer to initiate the coercion. ""Strong substantiality"" is related in that a subtype instance can always be coerced to any of its supertypes."
2260,cross-map register,"Note to entry: A cross-map register may be realized as a subregister in a hierarchical register. In such cases, the term ""cross-map subregister"" may be used."
2264,access rights information,"Note to entry: Access rights information contains the access and distribution conditions stated within the submission agreement, related to both preservation (by the OAIS) and final usage (by the consumer). It also includes the specifications for the application of rights enforcement measures."
2265,AIP edition,Note 1 to entry: This definition only refers to digital migration.
2265,AIP edition,Note 2 to entry: An AIP edition is not considered to be the result of a migration.
2266,AIP version,Note to entry: An AIP version is considered to be the result of a digital migration.
2267,content information,Note to entry: Content information is an information object composed of its content data object and its representation information.
2268,data dissemination session,Note to entry: The data dissemination session format/contents is based on a data model negotiated between the OAIS and the consumer in the request agreement. This data model identifies the logical constructs used by the OAIS and how they are represented on each media delivery or in the telecommunication session.
2269,data submission session,Note to entry: The data submission session format/contents is based on a data model negotiated between the OAIS and the producer in the submission agreement. This data model identifies the logical constructs used by the producer and how they are represented on each media delivery or in the telecommunication session.
2270,designated community,Note to entry: The designated community may be composed of multiple user communities. A designated community is defined by the archive and this definition may change over time.
2271,digital migration,Note to entry: Digital migration is distinguished from transfers in general by three attributes: — a focus on the preservation of the full information content that needs preservation; — a perspective that the new archival implementation of the information is a replacement for the old; — an understanding that full control and responsibility over all aspects of the transfer resides with the OAIS.
2272,information package,Note to entry: Associated with this information package is packaging information used to delimit and identify the content information and package description information used to facilitate searches for the content information.
2273,long term,Note to entry: This period extends into the indefinite future.
2274,open archival information system,"Note to entry: An OAIS Archive meets a set of responsibilities that allows to be distinguished from other uses of the term 'archive'. The term 'open' in OAIS is used to imply that this recommendation and future related recommendations and standards are developed in open forums, and it does not imply that access to the archive is unrestricted."
2276,producer (OAIS),Note to entry: This can include other OAISes or internal OAIS persons or systems.
2277,provenance information,"Note to entry: This information tells the origin or source of the content information, any changes that may have taken place since it was originated, and who has had custody of it since it was originated. The archive is responsible for creating and preserving provenance Information from the point of Ingest; however, earlier provenance information should be provided by the producer. Provenance information adds to the evidence to support authenticity."
2278,reference information,Note to entry: Reference information also includes identifiers that allow outside systems to refer unambiguously to particular content information. An example of reference information is an ISBN.
2279,replication,Note to entry: The bits used to represent these information objects are preserved in the transfer to the same or new media instance.
2281,submission agreement,Note to entry: This data model identifies format/contents and the logical constructs used by the producer and how they are represented on each media delivery or in a telecommunication session.
2285,integrated side lobe ratio,"Note 1 to entry: The integrated side lobe ratio (ISLR) can be obtained by integrating the power of the impulse response over suitable regions. The ISLRis expressed as ISLR = 10log_(10) {(P_(text(total))-P_(text(main)))/(P_(text(main)))} where P_(text(total)) is the total power, P_(text(main)) is the main lobe power. "
2285,integrated side lobe ratio,"Note 2 to entry: The main lobe width can be taken as α times the impulse response width (IRW), centred around the peak, where α is a predefined constant, usually between 2 and 2,5."
2286,peak side lobe ratio,Note to entry: The peak side lobe ratio is usually expressed in decibels (dB) and computed as follows PSLR = 10log_(10) {(P_(text(sidepeak)))/(P_(text(mainpeak)))} where P_(text(mainpeak)) is the peak power of the main lobe; P_(text(sidepeak)) is the peak power of the largest side lobe.
2293,implementation coverage,"Note 1 to entry: An implementation coverage is a concrete document in some concrete encoding, such as a GeoTIFF file."
2293,implementation coverage,Note 2 to entry: The definition of implementation coverage in this standard is functionally identical to GML coverage as defined in the OGC Coverage Implementation Schema [OGC 09-146r2].
2295,associative relation,"Note to entry: An associative relation exists between the concepts 'education' and 'teaching', 'baking' and 'oven'."
2296,pragmatic relation,"Note to entry: An associative relation exists between the concepts 'education' and 'teaching', 'baking' and 'oven'."
2304,dynamic reference frame,Note to entry: The defining parameters that have time evolution are usually a coordinate set. 
2317,projected coordinate reference system,"Note 1 to entry: May be two- or three-dimensional, the dimension being equal to that of the geographic coordinate reference system from which it is derived."
2317,projected coordinate reference system,Note 2 to entry: In the three-dimensional case the horizontal coordinates (geodetic latitude and geodetic longitude coordinates) are projected to northing and easting and the ellipsoidal height is unchanged.
2320,spatio-parametric coordinate reference system,"Note to entry: Normally the spatial component is ""horizontal"" and the parametric component is ""vertical""."
2328,temporal datum,Note to entry: The object is normally time on the Earth.
2331,vertical reference frame,"Note 1 to entry: In most cases, the vertical reference frame will be related to mean sea level. Vertical datums include sounding datums (used for hydrographic purposes), in which case the heights may be negative heights or depths."
2331,vertical reference frame,Note 2 to entry: Ellipsoidal heights are related to a three-dimensional ellipsoidal coordinate system referenced to a geodetic reference frame.
2332,vertical datum,"Note 1 to entry: In most cases, the vertical reference frame will be related to mean sea level. Vertical datums include sounding datums (used for hydrographic purposes), in which case the heights may be negative heights or depths."
2332,vertical datum,Note 2 to entry: Ellipsoidal heights are related to a three-dimensional ellipsoidal coordinate system referenced to a geodetic reference frame.
2343,range (ontology),Note to entry: A range restriction can be thought of as a type constraint on the value of a function or range of a relation.
2344,gazetteer,"Note to entry: The positional information need not be coordinates, but could be descriptive."
2345,location,Note to entry: A location identifies a geographic place.
2346,backscattering coefficient,"Note 1 to entry: If the radar return from the illuminated area is contributed by a number of independent scattering elements, it is described by the backscattering coefficient instead of radar cross section used for the point target. It is calculated as sigma^0 = sigma/A Where sigma is the total radar cross section of an area A. sigma^0 is a dimesionless parameter and is usually expressed in decibels (dB) as follows: sigma_(dB)^0 = 10 log_(10) sigma^0 "
2346,backscattering coefficient,Note 2 to entry: “Backscattering coefficient” is sometimes called “normalized radar cross section”.
2348,polarization channel imbalance,Note to entry: Polarization channel imbalance includes the amplitude imbalance and phase imbalance.
2349,Cartesian coordinate system,Note 1 to entry: n is 2 or 3 for the purposes of this document.
2349,Cartesian coordinate system,Note 2 to entry: A Cartesian coordinate system is a specialisation of an affine coordinate system.
2350,coordinate conversion,Note to entry: A coordinate conversion uses parameters which have specified values. 
2354,coordinate transformation,Note 1 to entry: A coordinate transformation uses parameters which are derived empirically. Any error in those coordinates will be embedded in the coordinate transformation and when the coordinate transformation is applied the embedded errors are transmitted to output coordinates.
2354,coordinate transformation,"Note 2 to entry: A coordinate transformation is colloquially sometimes referred to as a 'datum transformation'. This is erroneous. A coordinate transformation changes coordinate values. It does not change the definition of the datum. In this document coordinates are referenced to a coordinate reference system. A coordinate transformation operates between two coordinate reference systems, not between two datums."
2355,coordinate tuple,Note to entry: The number of coordinates in the coordinate tuple equals the dimension of the coordinate system; the order of coordinates in the coordinate tuple is identical to the order of the axes of the coordinate system.
2358,datum ensemble,Note 1 to entry: Datasets referenced to the different realizations within a datum ensemble may be merged without coordinate transformation.
2358,datum ensemble,Note 2 to entry: 'Approximate' is for users to define and typically is in the order of under 1 decimetre but may be up to 2 metres.
2366,epoch (geodesy),Note to entry: In this document an epoch is expressed in the Gregorian calendar as a decimal year.
2368,geodetic coordinate reference system,Note to entry: In this document a coordinate reference system based on a geodetic reference frame and having an ellipsoidal coordinate system is geographic.
2371,gravity-related height,"Note 1 to entry: This refers to, amongst others, orthometric height and Normal height, which are both approximations of the distance of a point above the mean sea level, but also may include Normal-orthometric heights, dynamic heights or geopotential numbers."
2371,gravity-related height,"Note 2 to entry: The distance from the reference surface may follow a curved line, not necessarily straight, as it is influenced by the direction of gravity."
2372,parameter reference epoch,Note to entry: The transformation parameter values first need to be propagated to the epoch of the coordinates before the coordinate transformation can be applied.
2373,point motion operation,Note 1 to entry: The change of coordinates is from those at an initial epoch to those at another epoch.
2373,point motion operation,Note 2 to entry: In this document the point motion is due to tectonic motion or crustal deformation.
2374,polar coordinate system,"Note to entry: For the three-dimensional case, see spherical coordinate system."
2377,spherical coordinate system,Note to entry: Not to be confused with an ellipsoidal coordinate system based on an ellipsoid 'degenerated' into a sphere.
2379,terrestrial reference system,Note to entry: The abstract concept of a TRS is realised through a terrestrial reference frame that usually consists of a set of physical points with precisely determined coordinates and optionally their rates of change. In this document terrestrial reference frame is included within the geodetic reference frame element of the data model.
2380,transformation reference epoch,Note to entry: Coordinates first need to be propagated to this epoch before the coordinate transformation is applied. This is in contrast to a parameter reference epoch where the transformation parameter values first need to be propagated to the epoch of the coordinates before the coordinate transformation is applied.
2381,vertical reference system,Note to entry: The abstract concept of a VRS is realised through a vertical reference frame.
2382,ellipsoid (geodesy),Note 1 to entry: For the Earth the rotation is about the polar axis. This results in an oblate ellipsoid with midpoint of the foci located at the nominal centre of the Earth.
2382,ellipsoid (geodesy),"Note 2 to entry: The two usual algorithms for latitude on an ellipsoid and on a sphere (such as used in spherical coordinates) are only equivalent if the ellipsoid is a sphere, having all radii equal in all directions. The problem is that a radial line from the centre of a general ellipsoid does not always cross the surface of the ellipsoid orthogonally. In general, planar slices through the centre do not intersect the surface orthogonally, and therefore the curves that correspond to the great circles of a sphere are not geodesics on the ellipsoid."
2382,ellipsoid (geodesy),Note 3 to entry: The topology of the ellipsoid is inherited from the 𝔼3 space in which it is embedded. The difference is that metrics such as distance and direction on the ellipsoid are restricted to curves wholly on the surface and vectors tangent to the surface.
2384,"geometric realization (geometry, topology)","Note to entry: In such a realization, the topological primitives are considered to represent the interiors of the corresponding geometric primitives even though the primitives themselves are closed."
2385,metric operation,"Note to entry: Generically, a metric is a standard of measure of any kind. The Greek word metron, meaning “measure,” giving us “metr”. Latin metricus and Greek metrikós ""of, relating to measuring"". See metric unit"
2386,measure,"Note to entry: Generically, a metric is a standard of measure of any kind. The Greek word metron, meaning “measure,” giving us “metr”. Latin metricus and Greek metrikós ""of, relating to measuring"". See metric unit"
2387,metric unit,Note to entry: See metric operation.
2401,depth,"Note 1 to entry: The line direction may be straight, or be dependent on the Earth's gravity field or other physical phenomena."
2401,depth,Note 2 to entry: A depth above the vertical reference surface will have a negative value.
2402,derived coordinate reference system,Note 1 to entry: The previously established coordinate reference system is referred to as the base coordinate reference system.
2402,derived coordinate reference system,Note 2 to entry: A derived coordinate reference system inherits its datum or reference frame from its base coordinate reference system.
2402,derived coordinate reference system,Note 3 to entry: The coordinate conversion between the base and derived coordinate reference system is implemented using the parameters and formula(s) specified in the definition of the coordinate conversion.
2403,dynamic coordinate reference system,"Note 1 to entry: Coordinates of points on or near the crust of the Earth that are referenced to a dynamic coordinate reference system may change with time, usually due to crustal deformations such as tectonic motion and glacial isostatic adjustment."
2403,dynamic coordinate reference system,Note 2 to entry: Metadata for a dataset referenced to a dynamic coordinate reference system should include coordinate epoch information.
2404,ellipsoid (geodesy),Note to entry: For the Earth the ellipsoid is bi-axial with rotation about the polar axis. This results in an oblate ellipsoid with the midpoint of the foci located at the nominal centre of the Earth.
2405,reference ellipsoid,Note to entry: For the Earth the ellipsoid is bi-axial with rotation about the polar axis. This results in an oblate ellipsoid with the midpoint of the foci located at the nominal centre of the Earth.
2406,ellipsoidal height,"Note to entry: Only used as part of a three-dimensional ellipsoidal coordinate system or as part of a three-dimensional Cartesian coordinate system in a three-dimensional projected coordinate reference system, but never on its own."
2407,geodetic height,"Note to entry: Only used as part of a three-dimensional ellipsoidal coordinate system or as part of a three-dimensional Cartesian coordinate system in a three-dimensional projected coordinate reference system, but never on its own."
2408,geodetic reference frame,"Note to entry: In the data model described in this document, the UML class GeodeticReferenceFrame includes both modern terrestrial reference frames and classical geodetic datums."
2409,height,Note 1 to entry: A height below the reference surface will have a negative value.
2409,height,Note 2 to entry: Generalisation of ellipsoidal height (h) and gravity-related height (H).
2410,static coordinate reference system,Note 1 to entry: Coordinates of points on or near the crust of the Earth that are referenced to a static coordinate reference system do not change with time.
2410,static coordinate reference system,Note 2 to entry: Metadata for a dataset referenced to a static coordinate reference system does not require coordinate epoch information.
2412,dynamic datum,Note to entry: The defining parameters that have time evolution are usually a coordinate set.
2449,external accuracy,"Note to entry: Where the true coordinate value may not be perfectly known, accuracy is normally tested by comparison to available values that can best be accepted as true."
2451,positional reliability,"Note to entry: The wording of the definition has been adopted from ISO/IEC 16350:2015, 4.29."
2455,barycentric coordinates (coordinate geometry),"Note to entry: Even though there are n+1 coordinates in a barycentric coordinate system, the topological dimension is n, since the restriction (sums to 1.0) loses 1 degree of freedom (once you have n ordinates, the remaining one is determined such as u_n = 1.0 − sum_(i=0)^(n-1) u_i. he coordinates for the simplex are all non-negative, but the system can be extended outside of the simples by using negative numbers. If the ordinates are all positive, then the point is inside (interior to) the n-simplex. If one of them is 1.0 and the other 0, this is a corner of the simplex. If one of them is zero and the others still each greater than or equal to zero, the point is on the n-1-simplex opposite the vertex zeroed out. If any are negative, the point is outside of the simplex. The coordinates are dependent on the underlying coordinate reference system of the source data."
2467,geopositioning,"Note to entry: While there are many methods for geopositioning, this document is focused on geopositioning from image coordinates."
2490,terrestrial reference frame,"Note 1 to entry: The realization is achieved through a set of physical points with precisely determined coordinates in a specific coordinate system, which may include the rate of coordinate change."
2490,terrestrial reference frame,"Note 2 to entry: The realization is called static when no rates of coordinate change are defined, and kinematic when rates of coordinate change are defined without considering the underlying forces causing the motion. The realization may be called dynamic when these external forces are considered. ""Dynamic"" is also used colloquially to describe both the dynamic and kinematic cases without distinction."
