dcterms:identifier,osgeo:termID,rdfs:label,osgeo:abbreviation,skos:prefLabel @en,skos:altLabel @en,rdf:type,rdf:type,osgeo:hasLDAPI,osgeo:jsonURI,osgeo:hasLDAPI,osgeo:jsonldURI,osgeo:hasLDAPI,osgeo:rdfxmlURI,osgeo:hasLDAPI,osgeo:rdfxmlURI2,skos:inScheme,osgeo:hasInfo,osgeo:hasReview,skos:definition @en,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo-lang:eng-note,osgeo:hasSource,osgeo:example @en,osgeo:hasOrigin @anyURI,osgeo:hasOrigin,osgeo:classification,skos:notation
342,osgeo-concept:c342,Regional Centre for Mapping of Resources for Development,RCMRD,Regional Centre for Mapping of Resources for Development,,skos:Concept,owl:NamedIndividual,ldapi342-json,https://osgeo.geolexica.org/api/ldapi/342.json,ldapi342-jsonld,https://osgeo.geolexica.org/api/ldapi/342.jsonld,ldapi342-rdfxml,https://osgeo.geolexica.org/api/ldapi/342.rdf,ldapi342-skosrdf,https://osgeo.geolexica.org/api/ldapi/342.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info342,osgeo-review:Review342,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,342
343,osgeo-concept:c343,Regional Universities Forum for capacity building in agriculture,RUFORUM,Regional Universities Forum for capacity building in agriculture,,skos:Concept,owl:NamedIndividual,ldapi343-json,https://osgeo.geolexica.org/api/ldapi/343.json,ldapi343-jsonld,https://osgeo.geolexica.org/api/ldapi/343.jsonld,ldapi343-rdfxml,https://osgeo.geolexica.org/api/ldapi/343.rdf,ldapi343-skosrdf,https://osgeo.geolexica.org/api/ldapi/343.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info343,osgeo-review:Review343,Definition not provided in this language.,,,,https://www.osgeo.org/initiatives/geo-for-all/geo-newsletters-archive/,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,343
344,osgeo-concept:c344,Remote Procedure Call,RPC,Remote Procedure Call,,skos:Concept,owl:NamedIndividual,ldapi344-json,https://osgeo.geolexica.org/api/ldapi/344.json,ldapi344-jsonld,https://osgeo.geolexica.org/api/ldapi/344.jsonld,ldapi344-rdfxml,https://osgeo.geolexica.org/api/ldapi/344.rdf,ldapi344-skosrdf,https://osgeo.geolexica.org/api/ldapi/344.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info344,osgeo-review:Review344,Definition not provided in this language.,,,,https://www.opengeospatial.org/acronyms,,https://osgeo.geolexica.org/registers/#language-eng,osgeo-lang:engRegistry,preferred,344
345,osgeo-concept:c345,REpresentational State Transfer programming style,RESTful,REpresentational State Transfer programming style,,skos:Concept,owl:NamedIndividual,ldapi345-json,https://osgeo.geolexica.org/api/ldapi/345.json,ldapi345-jsonld,https://osgeo.geolexica.org/api/ldapi/345.jsonld,ldapi345-rdfxml,https://osgeo.geolexica.org/api/ldapi/345.rdf,ldapi345-skosrdf,https://osgeo.geolexica.org/api/ldapi/345.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info345,osgeo-review:Review345,,,,,,,,,preferred,345
346,osgeo-concept:c346,"REpresentational State Transfer. An open, resource-oriented model for implementing Web services.",REST,"REpresentational State Transfer. An open, resource-oriented model for implementing Web services.",,skos:Concept,owl:NamedIndividual,ldapi346-json,https://osgeo.geolexica.org/api/ldapi/346.json,ldapi346-jsonld,https://osgeo.geolexica.org/api/ldapi/346.jsonld,ldapi346-rdfxml,https://osgeo.geolexica.org/api/ldapi/346.rdf,ldapi346-skosrdf,https://osgeo.geolexica.org/api/ldapi/346.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info346,osgeo-review:Review346,,,,,,,,,preferred,346
347,osgeo-concept:c347,Request for Comment,RFC,Request for Comment,,skos:Concept,owl:NamedIndividual,ldapi347-json,https://osgeo.geolexica.org/api/ldapi/347.json,ldapi347-jsonld,https://osgeo.geolexica.org/api/ldapi/347.jsonld,ldapi347-rdfxml,https://osgeo.geolexica.org/api/ldapi/347.rdf,ldapi347-skosrdf,https://osgeo.geolexica.org/api/ldapi/347.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info347,osgeo-review:Review347,,,,,,,,,preferred,347
348,osgeo-concept:c348,Request for Information,RFI,Request for Information,,skos:Concept,owl:NamedIndividual,ldapi348-json,https://osgeo.geolexica.org/api/ldapi/348.json,ldapi348-jsonld,https://osgeo.geolexica.org/api/ldapi/348.jsonld,ldapi348-rdfxml,https://osgeo.geolexica.org/api/ldapi/348.rdf,ldapi348-skosrdf,https://osgeo.geolexica.org/api/ldapi/348.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info348,osgeo-review:Review348,,,,,,,,,preferred,348
349,osgeo-concept:c349,Request for Participation,RFP,Request for Participation,,skos:Concept,owl:NamedIndividual,ldapi349-json,https://osgeo.geolexica.org/api/ldapi/349.json,ldapi349-jsonld,https://osgeo.geolexica.org/api/ldapi/349.jsonld,ldapi349-rdfxml,https://osgeo.geolexica.org/api/ldapi/349.rdf,ldapi349-skosrdf,https://osgeo.geolexica.org/api/ldapi/349.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info349,osgeo-review:Review349,,,,,,,,,preferred,349
350,osgeo-concept:c350,Request for Proposals,RFP,Request for Proposals,,skos:Concept,owl:NamedIndividual,ldapi350-json,https://osgeo.geolexica.org/api/ldapi/350.json,ldapi350-jsonld,https://osgeo.geolexica.org/api/ldapi/350.jsonld,ldapi350-rdfxml,https://osgeo.geolexica.org/api/ldapi/350.rdf,ldapi350-skosrdf,https://osgeo.geolexica.org/api/ldapi/350.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info350,osgeo-review:Review350,,,,,,,,,preferred,350
351,osgeo-concept:c351,Request for Technology,RFT,Request for Technology,,skos:Concept,owl:NamedIndividual,ldapi351-json,https://osgeo.geolexica.org/api/ldapi/351.json,ldapi351-jsonld,https://osgeo.geolexica.org/api/ldapi/351.jsonld,ldapi351-rdfxml,https://osgeo.geolexica.org/api/ldapi/351.rdf,ldapi351-skosrdf,https://osgeo.geolexica.org/api/ldapi/351.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info351,osgeo-review:Review351,,,,,,,,,preferred,351
352,osgeo-concept:c352,Research and Technology Development (Europe),RTD,Research and Technology Development (Europe),,skos:Concept,owl:NamedIndividual,ldapi352-json,https://osgeo.geolexica.org/api/ldapi/352.json,ldapi352-jsonld,https://osgeo.geolexica.org/api/ldapi/352.jsonld,ldapi352-rdfxml,https://osgeo.geolexica.org/api/ldapi/352.rdf,ldapi352-skosrdf,https://osgeo.geolexica.org/api/ldapi/352.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info352,osgeo-review:Review352,,,,,,,,,preferred,352
353,osgeo-concept:c353,Research Data Alliance,RDA,Research Data Alliance,,skos:Concept,owl:NamedIndividual,ldapi353-json,https://osgeo.geolexica.org/api/ldapi/353.json,ldapi353-jsonld,https://osgeo.geolexica.org/api/ldapi/353.jsonld,ldapi353-rdfxml,https://osgeo.geolexica.org/api/ldapi/353.rdf,ldapi353-skosrdf,https://osgeo.geolexica.org/api/ldapi/353.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info353,osgeo-review:Review353,,,,,,,,,preferred,353
354,osgeo-concept:c354,Risk and Crisis Management,RCM,Risk and Crisis Management,,skos:Concept,owl:NamedIndividual,ldapi354-json,https://osgeo.geolexica.org/api/ldapi/354.json,ldapi354-jsonld,https://osgeo.geolexica.org/api/ldapi/354.jsonld,ldapi354-rdfxml,https://osgeo.geolexica.org/api/ldapi/354.rdf,ldapi354-skosrdf,https://osgeo.geolexica.org/api/ldapi/354.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info354,osgeo-review:Review354,,,,,,,,,preferred,354
355,osgeo-concept:c355,Russian Federal Service for Hydrometeorologyand Enviromental Monitoring,ROSHYDROMET,Russian Federal Service for Hydrometeorologyand Enviromental Monitoring,,skos:Concept,owl:NamedIndividual,ldapi355-json,https://osgeo.geolexica.org/api/ldapi/355.json,ldapi355-jsonld,https://osgeo.geolexica.org/api/ldapi/355.jsonld,ldapi355-rdfxml,https://osgeo.geolexica.org/api/ldapi/355.rdf,ldapi355-skosrdf,https://osgeo.geolexica.org/api/ldapi/355.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info355,osgeo-review:Review355,,,,,,,,,preferred,355
356,osgeo-concept:c356,Scalable Vector Graphics,SVG,Scalable Vector Graphics,,skos:Concept,owl:NamedIndividual,ldapi356-json,https://osgeo.geolexica.org/api/ldapi/356.json,ldapi356-jsonld,https://osgeo.geolexica.org/api/ldapi/356.jsonld,ldapi356-rdfxml,https://osgeo.geolexica.org/api/ldapi/356.rdf,ldapi356-skosrdf,https://osgeo.geolexica.org/api/ldapi/356.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info356,osgeo-review:Review356,,,,,,,,,preferred,356
357,osgeo-concept:c357,"scale, of a map",,"scale, of a map",,skos:Concept,owl:NamedIndividual,ldapi357-json,https://osgeo.geolexica.org/api/ldapi/357.json,ldapi357-jsonld,https://osgeo.geolexica.org/api/ldapi/357.jsonld,ldapi357-rdfxml,https://osgeo.geolexica.org/api/ldapi/357.rdf,ldapi357-skosrdf,https://osgeo.geolexica.org/api/ldapi/357.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info357,osgeo-review:Review357,,,,,,,,,preferred,357
358,osgeo-concept:c358,Science Technology Innovation Strategy for Africa,STISA 2024,Science Technology Innovation Strategy for Africa,,skos:Concept,owl:NamedIndividual,ldapi358-json,https://osgeo.geolexica.org/api/ldapi/358.json,ldapi358-jsonld,https://osgeo.geolexica.org/api/ldapi/358.jsonld,ldapi358-rdfxml,https://osgeo.geolexica.org/api/ldapi/358.rdf,ldapi358-skosrdf,https://osgeo.geolexica.org/api/ldapi/358.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info358,osgeo-review:Review358,,,,,,,,,preferred,358
359,osgeo-concept:c359,Sensor Web Enablement Common Data Model,SWE Common,Sensor Web Enablement Common Data Model,,skos:Concept,owl:NamedIndividual,ldapi359-json,https://osgeo.geolexica.org/api/ldapi/359.json,ldapi359-jsonld,https://osgeo.geolexica.org/api/ldapi/359.jsonld,ldapi359-rdfxml,https://osgeo.geolexica.org/api/ldapi/359.rdf,ldapi359-skosrdf,https://osgeo.geolexica.org/api/ldapi/359.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info359,osgeo-review:Review359,,,,,,,,,preferred,359
360,osgeo-concept:c360,Sensors Anywhere Consortium,SANY,Sensors Anywhere Consortium,,skos:Concept,owl:NamedIndividual,ldapi360-json,https://osgeo.geolexica.org/api/ldapi/360.json,ldapi360-jsonld,https://osgeo.geolexica.org/api/ldapi/360.jsonld,ldapi360-rdfxml,https://osgeo.geolexica.org/api/ldapi/360.rdf,ldapi360-skosrdf,https://osgeo.geolexica.org/api/ldapi/360.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info360,osgeo-review:Review360,,,,,,,,,preferred,360
361,osgeo-concept:c361,Services Oriented Architecture,SOA,Services Oriented Architecture,,skos:Concept,owl:NamedIndividual,ldapi361-json,https://osgeo.geolexica.org/api/ldapi/361.json,ldapi361-jsonld,https://osgeo.geolexica.org/api/ldapi/361.jsonld,ldapi361-rdfxml,https://osgeo.geolexica.org/api/ldapi/361.rdf,ldapi361-skosrdf,https://osgeo.geolexica.org/api/ldapi/361.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info361,osgeo-review:Review361,,,,,,,,,preferred,361
362,osgeo-concept:c362,Shapefile,,Shapefile,,skos:Concept,owl:NamedIndividual,ldapi362-json,https://osgeo.geolexica.org/api/ldapi/362.json,ldapi362-jsonld,https://osgeo.geolexica.org/api/ldapi/362.jsonld,ldapi362-rdfxml,https://osgeo.geolexica.org/api/ldapi/362.rdf,ldapi362-skosrdf,https://osgeo.geolexica.org/api/ldapi/362.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info362,osgeo-review:Review362,,,,,,,,,preferred,362
363,osgeo-concept:c363,Shibboleth,,Shibboleth,,skos:Concept,owl:NamedIndividual,ldapi363-json,https://osgeo.geolexica.org/api/ldapi/363.json,ldapi363-jsonld,https://osgeo.geolexica.org/api/ldapi/363.jsonld,ldapi363-rdfxml,https://osgeo.geolexica.org/api/ldapi/363.rdf,ldapi363-skosrdf,https://osgeo.geolexica.org/api/ldapi/363.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info363,osgeo-review:Review363,,,,,,,,,preferred,363
364,osgeo-concept:c364,Shockwave Flash format,SWF,Shockwave Flash format,,skos:Concept,owl:NamedIndividual,ldapi364-json,https://osgeo.geolexica.org/api/ldapi/364.json,ldapi364-jsonld,https://osgeo.geolexica.org/api/ldapi/364.jsonld,ldapi364-rdfxml,https://osgeo.geolexica.org/api/ldapi/364.rdf,ldapi364-skosrdf,https://osgeo.geolexica.org/api/ldapi/364.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info364,osgeo-review:Review364,,,,,,,,,preferred,364
365,osgeo-concept:c365,Short Term Scientific Missions,STSM,Short Term Scientific Missions,,skos:Concept,owl:NamedIndividual,ldapi365-json,https://osgeo.geolexica.org/api/ldapi/365.json,ldapi365-jsonld,https://osgeo.geolexica.org/api/ldapi/365.jsonld,ldapi365-rdfxml,https://osgeo.geolexica.org/api/ldapi/365.rdf,ldapi365-skosrdf,https://osgeo.geolexica.org/api/ldapi/365.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info365,osgeo-review:Review365,,,,,,,,,preferred,365
366,osgeo-concept:c366,SIGTE,,SIGTE,,skos:Concept,owl:NamedIndividual,ldapi366-json,https://osgeo.geolexica.org/api/ldapi/366.json,ldapi366-jsonld,https://osgeo.geolexica.org/api/ldapi/366.jsonld,ldapi366-rdfxml,https://osgeo.geolexica.org/api/ldapi/366.rdf,ldapi366-skosrdf,https://osgeo.geolexica.org/api/ldapi/366.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info366,osgeo-review:Review366,,,,,,,,,preferred,366
367,osgeo-concept:c367,Simple Features,SF,Simple Features,,skos:Concept,owl:NamedIndividual,ldapi367-json,https://osgeo.geolexica.org/api/ldapi/367.json,ldapi367-jsonld,https://osgeo.geolexica.org/api/ldapi/367.jsonld,ldapi367-rdfxml,https://osgeo.geolexica.org/api/ldapi/367.rdf,ldapi367-skosrdf,https://osgeo.geolexica.org/api/ldapi/367.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info367,osgeo-review:Review367,,,,,,,,,preferred,367
368,osgeo-concept:c368,Simple Features CORBA,SF CORBA,Simple Features CORBA,,skos:Concept,owl:NamedIndividual,ldapi368-json,https://osgeo.geolexica.org/api/ldapi/368.json,ldapi368-jsonld,https://osgeo.geolexica.org/api/ldapi/368.jsonld,ldapi368-rdfxml,https://osgeo.geolexica.org/api/ldapi/368.rdf,ldapi368-skosrdf,https://osgeo.geolexica.org/api/ldapi/368.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info368,osgeo-review:Review368,,,,,,,,,preferred,368
369,osgeo-concept:c369,Simple Features OLE/COM,SF OLE/COM,Simple Features OLE/COM,,skos:Concept,owl:NamedIndividual,ldapi369-json,https://osgeo.geolexica.org/api/ldapi/369.json,ldapi369-jsonld,https://osgeo.geolexica.org/api/ldapi/369.jsonld,ldapi369-rdfxml,https://osgeo.geolexica.org/api/ldapi/369.rdf,ldapi369-skosrdf,https://osgeo.geolexica.org/api/ldapi/369.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info369,osgeo-review:Review369,,,,,,,,,preferred,369
370,osgeo-concept:c370,Simple Knowledge Organisation Systems,SKOS,Simple Knowledge Organisation Systems,,skos:Concept,owl:NamedIndividual,ldapi370-json,https://osgeo.geolexica.org/api/ldapi/370.json,ldapi370-jsonld,https://osgeo.geolexica.org/api/ldapi/370.jsonld,ldapi370-rdfxml,https://osgeo.geolexica.org/api/ldapi/370.rdf,ldapi370-skosrdf,https://osgeo.geolexica.org/api/ldapi/370.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info370,osgeo-review:Review370,,,,,,,,,preferred,370
371,osgeo-concept:c371,Simple Mail Transfer Protocol,SMTP,Simple Mail Transfer Protocol,,skos:Concept,owl:NamedIndividual,ldapi371-json,https://osgeo.geolexica.org/api/ldapi/371.json,ldapi371-jsonld,https://osgeo.geolexica.org/api/ldapi/371.jsonld,ldapi371-rdfxml,https://osgeo.geolexica.org/api/ldapi/371.rdf,ldapi371-skosrdf,https://osgeo.geolexica.org/api/ldapi/371.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info371,osgeo-review:Review371,,,,,,,,,preferred,371
372,osgeo-concept:c372,Simple Object Access Protocol,SOAP,Simple Object Access Protocol,,skos:Concept,owl:NamedIndividual,ldapi372-json,https://osgeo.geolexica.org/api/ldapi/372.json,ldapi372-jsonld,https://osgeo.geolexica.org/api/ldapi/372.jsonld,ldapi372-rdfxml,https://osgeo.geolexica.org/api/ldapi/372.rdf,ldapi372-skosrdf,https://osgeo.geolexica.org/api/ldapi/372.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info372,osgeo-review:Review372,,,,,,,,,preferred,372
373,osgeo-concept:c373,Simplified Wrapper Interface Generator,SWIG,Simplified Wrapper Interface Generator,,skos:Concept,owl:NamedIndividual,ldapi373-json,https://osgeo.geolexica.org/api/ldapi/373.json,ldapi373-jsonld,https://osgeo.geolexica.org/api/ldapi/373.jsonld,ldapi373-rdfxml,https://osgeo.geolexica.org/api/ldapi/373.rdf,ldapi373-skosrdf,https://osgeo.geolexica.org/api/ldapi/373.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info373,osgeo-review:Review373,,,,,,,,,preferred,373
374,osgeo-concept:c374,Small or Medium Sized Enterprise,SME,Small or Medium Sized Enterprise,,skos:Concept,owl:NamedIndividual,ldapi374-json,https://osgeo.geolexica.org/api/ldapi/374.json,ldapi374-jsonld,https://osgeo.geolexica.org/api/ldapi/374.jsonld,ldapi374-rdfxml,https://osgeo.geolexica.org/api/ldapi/374.rdf,ldapi374-skosrdf,https://osgeo.geolexica.org/api/ldapi/374.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info374,osgeo-review:Review374,,,,,,,,,preferred,374
375,osgeo-concept:c375,Software as a Service,SaaS,Software as a Service,,skos:Concept,owl:NamedIndividual,ldapi375-json,https://osgeo.geolexica.org/api/ldapi/375.json,ldapi375-jsonld,https://osgeo.geolexica.org/api/ldapi/375.jsonld,ldapi375-rdfxml,https://osgeo.geolexica.org/api/ldapi/375.rdf,ldapi375-skosrdf,https://osgeo.geolexica.org/api/ldapi/375.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info375,osgeo-review:Review375,,,,,,,,,preferred,375
376,osgeo-concept:c376,SP,,SP,,skos:Concept,owl:NamedIndividual,ldapi376-json,https://osgeo.geolexica.org/api/ldapi/376.json,ldapi376-jsonld,https://osgeo.geolexica.org/api/ldapi/376.jsonld,ldapi376-rdfxml,https://osgeo.geolexica.org/api/ldapi/376.rdf,ldapi376-skosrdf,https://osgeo.geolexica.org/api/ldapi/376.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info376,osgeo-review:Review376,,,,,,,,,preferred,376
377,osgeo-concept:c377,Spatial Data Infrastructure,SDI,Spatial Data Infrastructure,,skos:Concept,owl:NamedIndividual,ldapi377-json,https://osgeo.geolexica.org/api/ldapi/377.json,ldapi377-jsonld,https://osgeo.geolexica.org/api/ldapi/377.jsonld,ldapi377-rdfxml,https://osgeo.geolexica.org/api/ldapi/377.rdf,ldapi377-skosrdf,https://osgeo.geolexica.org/api/ldapi/377.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info377,osgeo-review:Review377,,,,,,,,,preferred,377
378,osgeo-concept:c378,Spatial Data Transfer Standard,SDTS,Spatial Data Transfer Standard,,skos:Concept,owl:NamedIndividual,ldapi378-json,https://osgeo.geolexica.org/api/ldapi/378.json,ldapi378-jsonld,https://osgeo.geolexica.org/api/ldapi/378.jsonld,ldapi378-rdfxml,https://osgeo.geolexica.org/api/ldapi/378.rdf,ldapi378-skosrdf,https://osgeo.geolexica.org/api/ldapi/378.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info378,osgeo-review:Review378,,,,,,,,,preferred,378
379,osgeo-concept:c379,Spatial reference ID,SRID,Spatial reference ID,,skos:Concept,owl:NamedIndividual,ldapi379-json,https://osgeo.geolexica.org/api/ldapi/379.json,ldapi379-jsonld,https://osgeo.geolexica.org/api/ldapi/379.jsonld,ldapi379-rdfxml,https://osgeo.geolexica.org/api/ldapi/379.rdf,ldapi379-skosrdf,https://osgeo.geolexica.org/api/ldapi/379.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info379,osgeo-review:Review379,,,,,,,,,preferred,379
380,osgeo-concept:c380,Spatial reference system,SRS,Spatial reference system,,skos:Concept,owl:NamedIndividual,ldapi380-json,https://osgeo.geolexica.org/api/ldapi/380.json,ldapi380-jsonld,https://osgeo.geolexica.org/api/ldapi/380.jsonld,ldapi380-rdfxml,https://osgeo.geolexica.org/api/ldapi/380.rdf,ldapi380-skosrdf,https://osgeo.geolexica.org/api/ldapi/380.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info380,osgeo-review:Review380,,,,,,,,,preferred,380
381,osgeo-concept:c381,Special Activity Airspace Pilot,SAA Pilot,Special Activity Airspace Pilot,,skos:Concept,owl:NamedIndividual,ldapi381-json,https://osgeo.geolexica.org/api/ldapi/381.json,ldapi381-jsonld,https://osgeo.geolexica.org/api/ldapi/381.jsonld,ldapi381-rdfxml,https://osgeo.geolexica.org/api/ldapi/381.rdf,ldapi381-skosrdf,https://osgeo.geolexica.org/api/ldapi/381.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info381,osgeo-review:Review381,,,,,,,,,preferred,381
382,osgeo-concept:c382,Special Interest Group,SIG,Special Interest Group,,skos:Concept,owl:NamedIndividual,ldapi382-json,https://osgeo.geolexica.org/api/ldapi/382.json,ldapi382-jsonld,https://osgeo.geolexica.org/api/ldapi/382.jsonld,ldapi382-rdfxml,https://osgeo.geolexica.org/api/ldapi/382.rdf,ldapi382-skosrdf,https://osgeo.geolexica.org/api/ldapi/382.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info382,osgeo-review:Review382,,,,,,,,,preferred,382
383,osgeo-concept:c383,spherical mercator,,spherical mercator,,skos:Concept,owl:NamedIndividual,ldapi383-json,https://osgeo.geolexica.org/api/ldapi/383.json,ldapi383-jsonld,https://osgeo.geolexica.org/api/ldapi/383.jsonld,ldapi383-rdfxml,https://osgeo.geolexica.org/api/ldapi/383.rdf,ldapi383-skosrdf,https://osgeo.geolexica.org/api/ldapi/383.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info383,osgeo-review:Review383,,,,,,,,,preferred,383
384,osgeo-concept:c384,SPIDER,,SPIDER,,skos:Concept,owl:NamedIndividual,ldapi384-json,https://osgeo.geolexica.org/api/ldapi/384.json,ldapi384-jsonld,https://osgeo.geolexica.org/api/ldapi/384.jsonld,ldapi384-rdfxml,https://osgeo.geolexica.org/api/ldapi/384.rdf,ldapi384-skosrdf,https://osgeo.geolexica.org/api/ldapi/384.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info384,osgeo-review:Review384,,,,,,,,,preferred,384
385,osgeo-concept:c385,spindle,,spindle,,skos:Concept,owl:NamedIndividual,ldapi385-json,https://osgeo.geolexica.org/api/ldapi/385.json,ldapi385-jsonld,https://osgeo.geolexica.org/api/ldapi/385.jsonld,ldapi385-rdfxml,https://osgeo.geolexica.org/api/ldapi/385.rdf,ldapi385-skosrdf,https://osgeo.geolexica.org/api/ldapi/385.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info385,osgeo-review:Review385,,,,,,,,,preferred,385
386,osgeo-concept:c386,SQL Multimedia and Application Packages,SQL/MM,SQL Multimedia and Application Packages,,skos:Concept,owl:NamedIndividual,ldapi386-json,https://osgeo.geolexica.org/api/ldapi/386.json,ldapi386-jsonld,https://osgeo.geolexica.org/api/ldapi/386.jsonld,ldapi386-rdfxml,https://osgeo.geolexica.org/api/ldapi/386.rdf,ldapi386-skosrdf,https://osgeo.geolexica.org/api/ldapi/386.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info386,osgeo-review:Review386,,,,,,,,,preferred,386
387,osgeo-concept:c387,Standard Interchange Format,SIF,Standard Interchange Format,,skos:Concept,owl:NamedIndividual,ldapi387-json,https://osgeo.geolexica.org/api/ldapi/387.json,ldapi387-jsonld,https://osgeo.geolexica.org/api/ldapi/387.jsonld,ldapi387-rdfxml,https://osgeo.geolexica.org/api/ldapi/387.rdf,ldapi387-skosrdf,https://osgeo.geolexica.org/api/ldapi/387.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info387,osgeo-review:Review387,,,,,,,,,preferred,387
388,osgeo-concept:c388,Standards based Commercial Off-The-Shelf software,SCOTS,Standards based Commercial Off-The-Shelf software,,skos:Concept,owl:NamedIndividual,ldapi388-json,https://osgeo.geolexica.org/api/ldapi/388.json,ldapi388-jsonld,https://osgeo.geolexica.org/api/ldapi/388.jsonld,ldapi388-rdfxml,https://osgeo.geolexica.org/api/ldapi/388.rdf,ldapi388-skosrdf,https://osgeo.geolexica.org/api/ldapi/388.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info388,osgeo-review:Review388,,,,,,,,,preferred,388
389,osgeo-concept:c389,Standards Working Group,SWG,Standards Working Group,,skos:Concept,owl:NamedIndividual,ldapi389-json,https://osgeo.geolexica.org/api/ldapi/389.json,ldapi389-jsonld,https://osgeo.geolexica.org/api/ldapi/389.jsonld,ldapi389-rdfxml,https://osgeo.geolexica.org/api/ldapi/389.rdf,ldapi389-skosrdf,https://osgeo.geolexica.org/api/ldapi/389.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info389,osgeo-review:Review389,,,,,,,,,preferred,389
390,osgeo-concept:c390,Structured Query Language,SQL,Structured Query Language,,skos:Concept,owl:NamedIndividual,ldapi390-json,https://osgeo.geolexica.org/api/ldapi/390.json,ldapi390-jsonld,https://osgeo.geolexica.org/api/ldapi/390.jsonld,ldapi390-rdfxml,https://osgeo.geolexica.org/api/ldapi/390.rdf,ldapi390-skosrdf,https://osgeo.geolexica.org/api/ldapi/390.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info390,osgeo-review:Review390,,,,,,,,,preferred,390
391,osgeo-concept:c391,Styled Layer Descriptor,SLD,Styled Layer Descriptor,,skos:Concept,owl:NamedIndividual,ldapi391-json,https://osgeo.geolexica.org/api/ldapi/391.json,ldapi391-jsonld,https://osgeo.geolexica.org/api/ldapi/391.jsonld,ldapi391-rdfxml,https://osgeo.geolexica.org/api/ldapi/391.rdf,ldapi391-skosrdf,https://osgeo.geolexica.org/api/ldapi/391.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info391,osgeo-review:Review391,,,,,,,,,preferred,391
392,osgeo-concept:c392,Sustainable Development Goal,SDG,Sustainable Development Goal,,skos:Concept,owl:NamedIndividual,ldapi392-json,https://osgeo.geolexica.org/api/ldapi/392.json,ldapi392-jsonld,https://osgeo.geolexica.org/api/ldapi/392.jsonld,ldapi392-rdfxml,https://osgeo.geolexica.org/api/ldapi/392.rdf,ldapi392-skosrdf,https://osgeo.geolexica.org/api/ldapi/392.ttl,osgeo:OSGeoConceptScheme,osgeo-info:Info392,osgeo-review:Review392,,,,,,,,,preferred,392
